Product_Name,Brand,Selling_Price,MRP,Date,Rating,Purchases,Current_Stock,Traffic,Conversion_Rate,Replenishment_Rate,Demand_Score
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,42124.308607439205,74990.0,2023-04-30,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,40608.48182588012,74990.0,2023-05-07,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,39891.667137478944,74990.0,2023-05-14,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,40023.16540791092,74990.0,2023-05-21,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,41002.97663717604,74990.0,2023-05-28,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,42781.799959599084,74990.0,2023-06-04,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,45263.89883094124,74990.0,2023-06-11,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,48312.664888363164,74990.0,2023-06-18,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,51758.557131921945,74990.0,2023-06-25,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,55408.95503123138,74990.0,2023-07-02,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,59059.35293054079,74990.0,2023-07-09,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,62505.245174099575,74990.0,2023-07-16,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,65554.0112315215,74990.0,2023-07-23,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,68036.11010286366,74990.0,2023-07-30,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,69814.93342528671,74990.0,2023-08-06,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,70794.74465455183,74990.0,2023-08-13,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,70926.24292498382,74990.0,2023-08-20,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,70209.42823658264,74990.0,2023-08-27,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,68693.60145502356,74990.0,2023-09-03,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,66474.49912454534,74990.0,2023-09-10,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,63688.72960798737,74990.0,2023-09-17,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,60505.83390529255,74990.0,2023-09-24,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,57118.43254684707,74990.0,2023-10-01,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,53731.03118840161,74990.0,2023-10-08,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,50548.13548570677,74990.0,2023-10-15,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,47762.36596914879,74990.0,2023-10-22,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,45543.26363867059,74990.0,2023-10-29,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,44027.43685711149,74990.0,2023-11-05,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,43310.62216871032,74990.0,2023-11-12,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,43442.120439142294,74990.0,2023-11-19,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,44421.93166840742,74990.0,2023-11-26,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,46200.75499083045,74990.0,2023-12-03,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,48682.85386217262,74990.0,2023-12-10,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,51731.61991959452,74990.0,2023-12-17,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,55177.51216315331,74990.0,2023-12-24,4.6,797,73,2759,0.09,17,711.4011781
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,58827.910062462746,74990.0,2023-12-31,4.6,797,73,2759,0.09,17,711.4011781
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,61990.0,76990.0,2023-01-01,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,65626.35053324961,76990.0,2023-01-08,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,69064.16363384637,76990.0,2023-01-15,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,72116.44014306899,76990.0,2023-01-22,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,74618.58688751838,76990.0,2023-01-29,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,76437.9822360837,76990.0,2023-02-05,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,77481.68358708259,76990.0,2023-02-12,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,77701.82885443827,76990.0,2023-02-19,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,77098.41803815072,76990.0,2023-02-26,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,75719.31322429674,76990.0,2023-03-05,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,73657.45701455869,76990.0,2023-03-12,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,71045.47104004743,76990.0,2023-03-19,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,68047.94847416201,76990.0,2023-03-26,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,64851.88847562374,76990.0,2023-04-02,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,61655.82847708547,76990.0,2023-04-09,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,58658.305911200056,76990.0,2023-04-16,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,56046.319936688786,76990.0,2023-04-23,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,53984.46372695074,76990.0,2023-04-30,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,52605.35891309676,76990.0,2023-05-07,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,52001.94809680922,76990.0,2023-05-14,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,52222.09336416488,76990.0,2023-05-21,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,53265.79471516378,76990.0,2023-05-28,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,55085.19006372911,76990.0,2023-06-04,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,57587.33680817848,76990.0,2023-06-11,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,60639.613317401105,76990.0,2023-06-18,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,64077.42641799784,76990.0,2023-06-25,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,67713.77695124748,76990.0,2023-07-02,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,71350.12748449709,76990.0,2023-07-09,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,74787.94058509383,76990.0,2023-07-16,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,77840.21709431647,76990.0,2023-07-23,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,80342.36383876584,76990.0,2023-07-30,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,82161.75918733118,76990.0,2023-08-06,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,83205.46053833007,76990.0,2023-08-13,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,83425.60580568574,76990.0,2023-08-20,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,82822.1949893982,76990.0,2023-08-27,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,81443.09017554423,76990.0,2023-09-03,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,79381.23396580618,76990.0,2023-09-10,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,76769.2479912949,76990.0,2023-09-17,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,73771.72542540949,76990.0,2023-09-24,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,70575.66542687122,76990.0,2023-10-01,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,67379.60542833297,76990.0,2023-10-08,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,64382.08286244754,76990.0,2023-10-15,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,61770.09688793626,76990.0,2023-10-22,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,59708.24067819823,76990.0,2023-10-29,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,58329.135864344236,76990.0,2023-11-05,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,57725.7250480567,76990.0,2023-11-12,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,57945.87031541236,76990.0,2023-11-19,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,58989.571666411255,76990.0,2023-11-26,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,60808.96701497657,76990.0,2023-12-03,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,63311.11375942595,76990.0,2023-12-10,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,66363.39026864857,76990.0,2023-12-17,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,69801.20336924531,76990.0,2023-12-24,3.9,1339,76,3343,0.07,6,936.4948961
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",ASUS,73437.55390249495,76990.0,2023-12-31,3.9,1339,76,3343,0.07,6,936.4948961
Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Acer,58990.0,85999.0,2023-01-01,3.9,1033,94,3390,0.1,13,884.7041884
Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Acer,61692.34602802867,85999.0,2023-01-08,3.9,1033,94,3390,0.1,13,884.7041884
Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Acer,64241.095506070764,85999.0,2023-01-15,3.9,1033,94,3390,0.1,13,884.7041884
Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Acer,66491.57835732422,85999.0,2023-01-22,3.9,1033,94,3390,0.1,13,884.7041884
Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Acer,68316.45867718082,85999.0,2023-01-29,3.9,1033,94,3390,0.1,13,884.7041884
Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Acer,69613.13503315489,85999.0,2023-02-05,3.9,1033,94,3390,0.1,13,884.7041884
Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Acer,70309.70328719832,85999.0,2023-02-12,3.9,1033,94,3390,0.1,13,884.7041884
Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Acer,70369.135402843,85999.0,2023-02-19,3.9,1033,94,3390,0.1,13,884.7041884
Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Acer,69791.43138008896,85999.0,2023-02-26,3.9,1033,94,3390,0.1,13,884.7041884
Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Acer,68613.61925540425,85999.0,2023-03-05,3.9,1033,94,3390,0.1,13,884.7041884
Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Acer,66907.60316683703,85999.0,2023-03-12,3.9,1033,94,3390,0.1,13,884.7041884
